ulasan,label
wajah senyum lebar mata hati goodd,2
bayar wkwkw,2
aplikasi bantu problem bayar coba free trial biar orang lihat gambar psikolog minggu free trial langsung bayar orang kah gerak hati moga,2
buka kesal mainin anjing,2
sesi meditasi konten bagus saran isi suara lambat isi suara bicara cepat sulit rileks,2
thats good,2
bantu,2
aplikasi bayar diberitahu appnya bayar diphpin,2
kecewa psikolog chat balas ubah bintang nya,0
moga bantu ku,2
auto uninstall,0
keren app nya jempol,0
maaf erti bayar nya pakai atm kah atm,2
orang butuh bantu galau orang puts asa stres lyanan gratis manfaat,1
asik bayar huh,2
bayar,2
download kayak sih bagus moga thank sih before,0
apresiasi psikologi timbang ekonomi mayoritas masyarakat indonesia mahal ukur gaji jta kotor masyarakat ekinominya jta butuh konseling seauaikan kalo uud kasihan,0
kangen riliv konsultasi sapa sih bantu butuh bantu,2
kemahalaan coba ribu sesi online tatap mata langsung beda,0
suka aplikasi tolong ditambahin metode bayar ya kak,2
riliv keren bantu fitur komentar post orang gara fitur bayar sreg min trial kayak gratis byar mah mending nyamperin psikolog sklian sorry uninstal cari app curhat online bukanga bantu bingung,0
user kenal profil profesional tangan beli paket konseling,2
maaf tuju fitur bayar tatap muka online tuju terimakasih,2
bagus banget,2
kali lamgsung bayar lumayan mahal trial nya biar orang tau kalo maju baca komen orang b salah nya kasih fitur free nya biar orang bayar coba delete deh,0
byr gratis,2
suka sih bayar ya wajah bingung,2
sesal lot curhat tunggu pasien,2
share tiada ya,2
bayar ribu training gratis biar orang coba,2
instal sih bayar bagus banget digratisin kalo kayak orang sembuh depresi,0
fitur gratis konsultan penguna masuk minimal dengar aplikasi bayar langsung spikolog tekan ekonomi sosial curhat mental motivasi spikolog ubah hadap hidup curhat bayar stres dobell,2
gratis bayar kalo bayar nya ratus ribu fitur meditasi nya bagus sih,0
bayar malas wajah senyum lebar keringat,2
kak download konsultasi pas buka app nya layar wajah menang keras kontak whatsapp salah konsultan psikolog nya kakaa wajah menang,0
gratis sekar bayar aplikasi mudah orang alami bantu,2
gratis bayar,2
bagus,2
eror sih,0
bayar sih,1
rujit banget,2
daftar erorr,2
donload daftar eror mulu tutup nih aplikasi sesal gua,0
suka aplikasi terima kasih aplikasi niat bantu orang bagus moga,2
daftar tulis error email masuk,0
jebak gua pikir bajar bayar,2
kecewa bantu suport orang butuh dukung eh featur beda gratis bantu orang bayar instal aplikasi paksa uninstal,0
kecewa,0
metode bayar pakai transfer bank,0
bagus aplikasi,1
dih bayar lagsung copot wkowkokow,2
wajah cium,1
update pitur komentar curhat orang suka mending psikolog seru orang sory ane uninstal,0
gratis bayar suruh pilih paket wajah senyum lebar mejam mata wajah senyum lebar mejam mata,2
konfr bayar transfer,1
kualitas,2
saran sih balikin kayak biar user sharing langgan entar sepi nih aplikasi,0
teryata bayar proses,2
bayar kalo layan muas deh gratis hargnya kali sesi slow respon moga tingkat kadang bantu butuh,2
aplikasi nya bayar iya sedih line pengin konseling gratis ya,0
bayar reschedule gara aplikasi chat nya error mulu suruh admin line read doang,0
nya gratis bayar tingkat sesi mahal,2
konfimasi bayar langkah,2
fitur chat user,0
bayar langsung copot maaf ya,2
fitur chat batas konseling psikolog kecewaa,0
good,2
wajah lega,0
pikir free trial bayar konseling,2
bayar anjing,2
fitur chat curhat denggan user fasilitas user enggan bayar,2
terima kasih kak wajah senyum mata bahagia,2
bantu wajah senyum mata bahagia,2
ya daftar signup error mulu,2
kampret,1
bohong bayar respon slow tunggu orang mati direspon,2
pakai free trial kayak jam,0
kalo anggur curhat suruh bayar curhat ekonomi suruh bayar pie bantu ambil sempit orang,1
bantu,2
curhat psikolog profesional,0
mbak audrey tolong mahal tolong pikir orang kerja anak sekolah banget loh mbak anak korban broken home butuh psikolog duit darimana mahal sesi,2
pakai bayr sih gambar deh suruh bayar rugi kuota deh,0
install line harap riliv fasilitas whatsapp terima kasih,2
kecewa suka versi orang suka versi tolong versi,0
versi parah mending versi unistal,0
suka riliv member suport bayar psikolog komentar,0
fitur curhat komunitas,2
payah bayar nya mahal curhat balas hubung cs suruh tunggu,2
pikir solusi app bayar kali free trial mendownload line low budget,0
chat line responnya cepat,2
pakai moga bantu kembang ya riliv,2
buka akun baharu,1
login susah banget ya tau solusi,1
chat line balas,2
hubung line nya tanggap chting riliv,0
kayak wajah netral butuh banget,0
log mah ulang buka,0
bayar sign,2
suka banget pakai aplikasi sharring sedih sih skarng bayar dukung aplikasi,0
riliv payah kayak riliv versi free consultant psikolog download line makan copot download aplikasi curhad bagus,0
dukung aplikasi butuh makan aji karyawan wajar kalo bayar,2
seru komunitas riliv,2
bagus,2
uninstal kayak konseling mesti bayar,0
suka aplikasi riliv,0
kecewa tidk sesi konsultasi prngguna sih user sebal user milik kemapuan bidang psikologi teman curhat,0
masuk facebook google,0
rindu sesi konsultasi community,2
respon,2
app bagus banget bagus psikolog nya langsung bayar ku bagus an curhat,2
bagus banget deh,2
oh versi chat ya,2
suka banget app uneg solusi positif,2
good,2
suka aplikasi bantu batas keluh kesah,1
aplikasi bantu depresi,0
simpan asa,2
ku lega bantu teman butuh masuk,0
keren bantu gye,2
terimakasih nya ganyesel download app,0
suka aplikasi bantu orang pecah alami saran suka deh,2
bantu,2
,1
bagus ditingktkn wajah gembira mata bahagia,2
lucu,2
bintang,0
coba ya,2
suka aplikasi,1
keren,1
download error aplikasi,0
bantu hati pita,2
apk buka,1
suka tukar tau kasih nasehat wajah gembira urai air mata teman deh,0
mantap aplikasi,1
app nya bagus komentar negatif app dukung perhati suka,0
akses,2
,1
gi bikin akun riliv,0
bantu orang bingung curhat cerita identitas jaga tingkat sosialisasi bantu thankss,2
install dibukaa ya,1
pikir langsung expertx balas kayak alo dokter bayar ya tau bagus respon real person haha jatohnya kayak curhat sosmed ya beda identitas samar kecewa sih pas baca bayar hehe harga kualitas ya,2
download buka aplikasi,0
pas buka tulis riliv henti sih,0
sesal deh download aplikasi,0
suka banget sharing masalhnya tau orang ajar dadak bijak kalo saran orang wajah senyum lebar mejam mata,2
balasanya,1
helps sok much,1
bantu jempol jempol,2
bantu,2
aplikasi nya bagus banget curhat tanggap nya,2
kah pesikoloh,1
pas diinstal buka,2
moga selesai,2
sapai,1
buka mulu sih,2
jempol,2
good app aplikasi solusi saran anggota trhadap sayang statment tuju ajak diskusi sifat bobot bahas user respon user jarang respon tukar pikir akrab,2
moga cepat curhat,2
min aplikasi nye bse buka klik apk nya nye buka langsung die,0
aplikasi buka ya gue hapus,0
good,2
terima kasih hadir app,2
app bantu,1
kepake banget alhamdulilah,2
tarik,2
respon cepat,2
bagus,2
mantap banget aplikasi,2
bagus bantu komunitas,2
penasaran aplikasi cuman habis download pas buka ya,2
suka aplikasi nali kakak motivasi senang milik kakak,2
aplikasi gagal buka,0
aplikasi proses kembang tkdak masuk lantas aplikasi,0
komunitas kes asbun responnya,2
coba sapa wajah gembira mata bahagia wajah gembira mata bahagia wajah gembira mata bahagia,2
good,2
recovery password masuk email,0
masak riliv henti buka,1
suka apk curhat bantu,2
notification,1
aplikasi ya bagus respon ya suka bagus terima kasih ya,2
didownload buka wajah menang keras,1
aplikasi bagus,1
pas diinstal buka,2
instal buka camplang nih app,0
syukur alam aplikasi senang bantu klien semangat keluh kesah harap bangkit puruk,2
buka tulis server maintenance alam tolong ajar terimakasih,2
suka,2
log,0
payah buka,1
bagus banget,2
terima kasih,2
good apps,1
moga bantu,2
coba temu solusi pribadi,2
lumayan curhat,2
download lngsng close,0
bagus aplnya buka tulis sayang aplikasi henti buka,2
kalo bagus,1
love,2
daftar tolong respon,2
lumayan teman,1
bintang bagus kasih,2
suka,2
suka sih curhatin fast respon pas chat teman riliv kirim,2
keren,1
buka ulang kali download ulang kali uninstal,0
maintance mulu,2
oke,2
login,0
eror download ulang,0
dibukaa,1
buka aplikasi,1
bagus,2
buka xiaomi redmi,2
apkny bida buka,2
good,2
suka,2
ngebung mulu nih buka chat nih,2
aplikasi keren enak banget curhat takut digosipin takut bongkar teman jarang alam terimakasih wajah gembira mata bahagia,2
suka,2
app nya bagus banget,1
bagus banget aplikasi visa lega crita apasaja,2
maintenance zz,0
buka download,1
aplikasi nya buka,0
maintenance progress bad day,0
buka appnya server maintenance,0
ya tulis server maintenance,0
bahasa indonesia,1
suka,2
server maintenance,0
good,2
sip,1
senang gue asih saran sayang sedikitn jempol,2
manfaat tolong teman,2
keren pakai app,0
kyaa makasihh suka hati sinar hati sinar hati sinar,2
kak henti,0
tolong sih donwload daftar facebook suruh ngakses aplikasi,0
bagus nih teman wkwk,0
selesai download buka nih,1
bagus nih,1
suka banget bantu,2
suka,2
jmpol,1
good,2
good,2
apk bagus curhat medsos gosip tetangga mending privasi jaga respon teman,2
ringan beban pikir wajah gembira,2
bagus langsung tanggap positif pokok jempol apps,2
app bagus banget jamin ganyesel deh downloadnya respon bantu saran gunain app riliv selesai hehhe,2
mantap,2
thx your good,2
aplikasi bantu batin,1
wajah gembira wajah gembira wajah gembira wajah gembira,1
ringan beban terimakasih,2
kirim bintang sih,0
pelihara tulis nya asik banget sih,1
buka,2
kasih bintang ya wajah gembira mata bahagia bagus kasih bintang coba oke,2
aplikasi nya bantu banget enak curhat lepas beban wajah senyum mata bahagia,2
good,2
buka henti,1
,1
masuk pas selesai download,1
kasih bntang coba tau bantu,2
i love,2
suka banget,2
nice suka aplikasi,2
suka banget,2
pas lupa password kode verivikasi gmail respon wajah bosan,2
harap aplikasi,1
apk bagus curhat psikolog ya,2
bagus kalo fitur biar bagus,2
butuh respon cepat,2
terima kasih,2
bagus harap tingkat,2
bantu,2
zombi time is over,1
suka,2
pas download knapa gagal,0
kali bongkar pasang aplikasi log yeaay user curhat koneksi lot huhu,0
keren,1
terima kasih cipta aplikasi,2
ok,2
wow suka hati merah,2
lumayan,2
coba review app muas,2
god,1
suka,2
tunggu support,2
buka aplikasi,1
aplikasi bagus curhat mohon tingkat terima kasih,2
gin,1
bagus gue tenang curhat,2
mantap,2
loading nya sign susah banget,0
kali coba langsung fast response salah user community bahas terimakasih moga app nya,1
kalo scedhuled maintanance digimanain ya login,0
terimah kasih,2
bermanfat aplikasi cari,0
gue suka aplikasi ngungkapin keluh kesah tempa solusi teman manfaat deh lu suka curhat bikin instastory update fb dll curhat,1
sepi uy ramein kasih bahas,2
habis didwonload buka kali dwonload buka mohon bantu aplikasi,2
buka,2
suka deh bantu banget bingung,2
i cant open this app i dont know why,0
uy,1
diupdate login,0
good sayang,2
suka app bikin jatuh cinta deh pokok wajah senyum lebar keringat wajah gembira urai air mata,0
jempol jempol,2
good app nya,0
suka,2
bagus,2
asih support batas limit minggu ningkatin level kalo asih support nggabisaa,2
bagus suka kait psikologi wajah senyum lebar mata hati wajah cium mata bahagia wajah cium wajah cium mata tutup,2
please tolong aplikasi nya erti kirim pesan nya,1
bagus,2
ntapp,1
bantu ya kalo memg balas psikolog curhat lega ngsh pendpt fikrn buka pandang sisi jka sila donwload langsung aplikasi cerah robot,2
kembang ya notifikasi sih kayak kemarin,0
buka tolong butuh,2
buka,2
bagus sih suka,2
good bagus banget,2
sip,1
ku suka,2
lumayan,2
curhat,2
nyesal sumpah iya paa buka aplikasi henti apk wajah bosan,0
lumayan bantu milik teman curhat,2
mantap jiwa nih aplikasi wajah senyum mata bahagia curhat tawar solusi orang teman support rilivnya ram dukung pakai xiaomi redmi a lancar jaya pasang aplikasi makan ram,2
bagus,2
aplikasi buka sih tolong,1
user nya dikit banget seriously niat banget bantuin curhat an orang menit curhatannya habis n seram nih curhat balas mskipun singkat oke nama sari n riliv kasih pesan kayak hmm sari sibuk merespon bintang rendah sari laku block what the,2
anjir download buka aplikasi ya tolong,2
bagus latih dewasa paham orang tahan tingkat down kualitas thanks,2
coba bang voice note biar enak curhatnya baca kadang emosi,2
aplikasi bagus interaksi teman sukaakk wajah senyum lebar mata hati,2
good app,1
good,2
nya,0
sip pokok,2
salah user omong lu gue thansk nya bagus lancar wajah senyum mata bahagia sukses wajah senyum mata bahagia,0
coba,2
bagus,2
bayus,1
,1
masuk nya sih susah niat aplikasi,0
moga usernya sistem mudah cari,2
appnya bagus suka btw buka riliv story ya buka,2
keren,1
moga bantu pecah galau wajah kucing menang wajah kucing menang wajah kucing menang wajah kucing menang wajah menang keras,2
suka banget teman curhat nyelesaiin ku v,2
aplikasi bagus pokok sesal deh download,1
good,2
awesome,1
jelek banget,1
balas curhat nih,2
aplikasi nya buka,0
susah masuk loading nya banget pakai wifi wajah menang,0
top up ruby kunjung line balas nya solusi dasar tipu,0
,1
lumayan asih solusi,2
good,2
buruk wajah marah tanduk wajah marah tanduk,0
loading ya buka cuman ikon aplikasi doang sebal bantu,1
aplikasi buka loading,0
bantu bingung pecah,2
lumayan,2
bantu,2
good,2
verr good,2
jempol jempol,2
lumayan,2
nice,2
pas update longin artikel nya buka,1
,1
amazing,1
habis masuk loading tulis no internet connection koneksi lancar,1
bagus banget bantu,2
coba butuh curhatin lelah banget kalo good kasih bintang,2
mantap,2
eror page not found buka artikel riliv story,1
bagus tingkat,2
moga mmbantu,2
bagus bantu,2
dibales ya biar curhatnya lancar,2
diupdate bagus banget habis update pakai diupdate lega curhat uneg kasih bintang biar riliv cepat,2
bagus curhat ya,2
aplikasi download paystore nyuruh please update the last version situ waras,0
good,2
update nya riliv,0
habis update buka wifi full,2
suruh update ya buka,1
aplikasi buka ya,2
update digunain appny,0
suruh updae,0
eror maintenance,0
kecewa banget pas download buka ya,2
tahi kali download masuk mulu harap banget app bantu wajah senyum sombong,0
aplikasi riliv ku buka curhat,1
bangus banget pendam lega banget,2
,1
bantu,2
lumayan,2
bagus,2
app nya baus,0
bantu hati merah,2
pikir curhat aplikasi dibales terima kasih riliv its amazing aplikasi bantu banget galau nya orang item deh tolong adminnya riliv pemberitahuan aplikasi kayak akun sosmed biar gampang tau kalo balesann terima kasih orang isyarat oke wajah senyum mata bahagia,0
aplikasi wow,0
good,2
seru orang merespinnya ya,2
bagus bantu,2
good very good,2
tarik,2
jaga privasi sngat bantu terima kasih bro,2
tingkat,2
suka tau curhat,2
nicece aplikasi,0
bagus banget lega paham pikir terima kasih,2
aplikasi manfaat,1
manfaat konseling,1
email daftar akun daftar,1
coba kali,1
kayak nya bagus download ah wajah malaikat,0
buka,2
aplikasi bagus,1
ya akun bingung buka akun mohon ya dear,2
mesti bayar curhat nih tolong mudah pembayarannyaa,2
puas banget deh curhat riliv adminnya ajak omong lebar wajah senyum lebar mata hati ya sabar dikit adminnya butuh menit mikir kalimat wajah senyum lebar mata hati oke,2
bagus,2
aplikasi bagus manfaat curhat,2
good,2
balas nya,1
good,2
terima kasih,2
aplikasi bantu selesai hidup orang aplikasi orang bahagia hidup,2
coba,2
mantap,2
tolong terimakasih klinik tong fang,2
pakai expert slow respon konfirmasi line nya slow respon,2
coba,2
komunitas gratis orang bantu cari berlian tinggal pesan singkat tinggal obrol mohon,2
kasih bintang ya coba mudah bagus ya wajah senyum mata bahagia wajah senyum mata bahagia,2
good,2
suka banget aplikasi,2
nais,1
aplikasi bagus orang bilang orang peduli bantu banget ngbrol orang kenal support,2
terima kasih,2
konselor bagus bijak,2
bantu,2
bagus banget wajah senyum mata bahagia,2
bagus,2
bantu,2
lega konsultasi masuk psikolog,0
good,2
lumayan teman curhat,2
pas nge rate ya,2
mantap,2
riliv jalan muncul tulis inti jaring sosial media jalan,2
sulit log terang jaring internet hp ubtum amplikasi lancar amplikasi riliv bia,1
coba tau curhat,2
mantap,2
coba hubung admin official line riliv chat baca laku,2
terimakasih aplikasi bantu selesai balas moga aplikasi milik,2
lega teman curhat pikir dewasa,2
tarik curhat online,2
nice,2
help me,2
apps bagus mensupport jaga biar unsur hate speech n informasi bantu pecah pribadi orang sosial,2
bantu,2
bagus wawas bantu dewasa ambil sikap,2
nyelesein sepenuh nya ya lumayan bikin hilang stres dikit btw dptin rubi mesti beli ya min kalo rubi gretong sih hehehe,0
good app,1
good,2
tarik,2
bagus,2
keren,1
i love this app,1
bantu,2
bantu terima kasih apk nya bagus,2
aplikasi bagus banget minat psikolog pas klik rilivnya ya klik langsung ya,2
pakai aplikasi sok far aplikasi bantu obrol teman comunity ajar pakai aplikasi top reliver bayar pilih comunity expert bingung cari top reliver saran tolong aplikasi tingkat saran comuntiy comunity curhat karen curhatan butuh saran,2
asikk alam orang solusi,2
bagus suportnya,2
,1
puass banget top deh wajah gembira wajah cium,2
coba mudah bantu,2
ustad,1
thanks bantu,2
tarik dunia psikolog apl bantu salur bakat love download sesal introvert orang suka rela bantu juk join,2
bagus banget pakai langsung suka motivasi bikin jatuh pokok curhat ditanggepin deh luv luvv,2
buruk,0
,1
keren,1
good,2
dengar,2
good wajah senyum mata bahagia wajah senyum mata bahagia bagus banget curhat an asih masuk kritik asih saran teman curhat riliv wajah gembira mata bahagia wajah seringai,2
apk nya bagus merespon chat kolom muncul mas mbak balas pencet messange sih mas mbak salam badar ramdani,2
bagus banget nih apl orang,1
good,2
brmanfaat,1
for an introvert like me this app is very useful i love thank you owner orang tutup kayak app bantu curhat identitas terimakasih moga gratis beli diamond pakai pulsa,2
konsultasi expert beli ruby email riliv tanggap message via line riliv tanggap support aplikasi sungguh buruk kecewa aplikasi jempol,0
terima kasih,2
alhamdulillah bantu luang beban hidup emosi pikir,2
manfaat berani curhat tem,2
butuh motivasi suka riliv mudah an bantu pecah,2
suka,2
muas,2
moga bantu,2
bagus curhat aplikasi saran,2
bantu manfaat aplikasi jempol,2
bagus insfirasinya,2
coba kasih peringkat ya hmm kayak bagus sayang nya byar kawatir gratis blsnya byar cepat huff uang bayar nih,2
seru,2
suka banget,2
trimakasih aplikasi bagus cari solis galau wajah kedip,0
good,2
bagus,2
bantu nama samar saran tenang thanks riliv,2
bagus aplikasi wajah senyum lebar mejam mata,1
coba kalo cocok ku hapus,1
lumaya moga pesan balas,2
masuk email daftar pasuk email kesel kali download pasuk email streess copot pasang me kali bye,0
pesan riliv nya kalo mensupport sibuk gereget an men support ya kayak nya mensupport sibuk,1
bagus banget tenang bawa thx rilliv,2
pakai nya,0
moga kembang,2
sukakk banget,2
coba bagus app nya kasih dek,2
bagus,2
good,2
bayar ruby proses tolong,2
coba,2
bantu,2
coba kalo bagus,2
senang dgan aplikasi,1
responnya,1
mari coba aplikasi kalo bagus bintang,1
thank you riliv,1
privasi rahasia curhat bebas trbebani malu trmksih,2
manfaat,2
good apps,1
coba,2
bagus serasa teman,1
bagus deh manfaat suka,2
bagus,2
nice dah,1
bagus,2
bagus pesan suara,2
coba,2
top banget,2
moga app riliv bantu pecah ku wajah senyum mata bahagia,1
coba,2
bercurhat community lega,1
,1
terima saran bangun terima kasih,2
aplikasi keren banget moga maju bantu orang butuh tolong,2
bantu orang wajah senyum mata bahagia wajah senyum mata bahagia wajah senyum mata bahagia,1
wii bagus banget deh,2
thanks senang app bantu temu solusi,2
sign download app nya google play service seri hp google play service upgrade,0
mantap,2
puas jawabanya,2
bagus banget,2
suka banget apl gara riliv temu orang percaya thanks banget deh,2
mmbantu,1
good,2
lumayan,2
enak curhat,2
apklikasi terima kasih bantu moga jaya good luck,2
coba,2
mantap nya ok bawa ty ya,2
great app,1
bagus,2
jarang konsultasi gratis pakar aplikasi bantu teman,2
wow amazing,1
global sepi,1
mantaplaah,1
bagus sharing leluasa,2
berterimakasih berkat aplikasi i semangat until hidup,2
kagum nya pintar suka aplikasi,1
curhat buka aplikasi tolong,2
moga saran manfaat,2
bantu,2
bagus,2
bantu curhat wajah senyum lebar mata tutup wajah senyum lebar mata tutup,2
suka buka apps,2
wajah senyum mata bahagia bantu,2
daftar lulus psikolog,2
bafus,1
suka banget apl bantu banget wajah gembira urai air mata,2
responsif,1
ya coba,2
kuat nyimpan riliv hati lega,2
komentar,0
gratis bayar ya kalo pergi psikolog nya langsung nih mah,1
bagus tmpat curhat,2
bagus banget,2
lumayan ya ngatasi but tampil great,2
sorry uninstall konsultasi gratis kayak alodokter bayar konsultasi bye,2
bantu,2
aplikasi bagus personal chat profesional ruby wajah gembira urai air mata overall app keren habis,0
bagus pribadi lengkap thanks,2
ya,2
pas daftar tulis email daftar tulis email nya,0
bagus manfaat orang good luck app,2
i like,1
bantu thanks for who made this app,2
pengin coba deh,1
bantu thankss ya,2
trimakasih aplikasi diskus teman,0
manfaat tungg peningjatany,2
kasih dechh coba tau kedepann ya,2
senyum,2
,1
suka banget,2
bantu,2
care,2
nice,2
balas nya,1
log ya request failed due lack of network signal,1
masuk baca nya loading,0
butuh tenpat sharing abai,1
baaguss,1
lumayan,2
tarik,2
bagus,2
bagus app nya,0
i want first try,1
mantap soul,2
thank you for take care for us,2
looks good,2
alhamdulillah drespon terima kasih riliv wajah senyum mata bahagia,2
good,2
cakep tanda cium,2
hebat curhat eh konsultan cocok banget bawel,2
app bagus banget peduli mensupport langsung curhat psikolog gratis,2
yess,1
maaf ya pas kirim curhatannya baca sih,2
curhatanya balas,2
login tulis sila cek email pas cek pemberitahuan,0
boljug iseng ahihi,1
untung,2
terima kasih,2
duh kali sih suka malas ya comunnity support orang orgnya active support bantu psikolog pas curhat dibales orang eh orang asih solusi curhat,2
bagus nih cari ketentraman jiwa haha,0
ok,2
responnya cepat,2
senang banget riliv wajah senyum mata bahagia,2
tolong kirim masuk chat pengin bantu orang hambat kirim pesan jaring bagus entar orang bantu pikir tinggal notif pesan masuk pas buka app nya pesan tolong cepat moga riliv aplikasi kontrol,2
keren terkadang orang app jatuh,1
respon nya lambat curhat butuh solusi agr mndptkn cerah nya trz kalo beli mahal banding app ribu kalo pakai ruby telat direspon kecewa app thanks,0
lumayan bagus bantu curah hati,2
bagus aplikasi nya curhat psikolog nya langsung gerat ya wajah senyum mata bahagia,1
good,2
tryta balas,2
mantap,2
tap kalo konsultasi pisikolog hrua bayar coba kalo gratis,2
kayak bagus erti magsudnya chatan aplikasi kayak simsimi mohon,1
saran,2
lumayan bantu,2
respon euy,2
bayar,2
wajah senyum tanduk wajah menang wajah marah wajah seringai wajah sungguh wajah marah,0
bantuin ngatasin bipolar,2
suka banget mslahnya orgnya terttp senang banget curhat teman ya,2
suka,2
terimakasih riliv,1
bantu kalo cepat respon senang,2
suka,2
coba curhat komunitas respons sopan kesal rating sopan bintang ubah review curhatan edit langsung uninstall deh,2
oke,2
nenyoba,1
pndapt suport,1
mudah manfaat,2
bantu orang mudah praktis,2
wow,1
lumayan teman tanggap serius kalo tanggepin pakar psikologynya bayar ruby ya,2
agsk bingung,1
transfer beli ruby tanggal desember kirim bukti transaksi aplikasi respon rubynya,1
curhat lega hati gelisah,2
responnya bagus solusi ganggu psikis pakai fitur bayar kali ya hahaha,1
sangatt bantu kalo butuh apalh,0
mantap,2
mantap,2
moga bantu saran manfaat soalny kalo curhat teman kalo susah senang,2
good,2
tanggap konselor profesional bayar apps alodokter gratis,1
riliv erti asa ku banget pokok sesal deh download aplikasi,2
good apps,1
aplikasi bantu terkadang pas aplikasi buka tulis koneksi internet sambung tolong ya,2
tolong bayar via pulsa kayak game coc dll biar gampang rekening,2
suka banget riliv jempol jempol jempol jempol tolong ya materi ringanin biar orang mudah paham,2
promosi kali nama barcon bro kalo enak bayar payah,0
moga solusi pribadi,2
mudah an bantu,2
mantap ayo download mmbantu,2
bagus,2
tunggu kemarin balas coba suruh solusi bayar gratis respon takut pakai token respon,2
ok,2
keren dukung,2
bilang respons balesan doi masuk pagi ngirimnya jam malam koneksi stabil hedeeh mohon gan redmi,1
mantap,2
curhatan gratis ditangapin aplikasi nama curhat deh nya solusi orang alam solusi empati orang oranglain curhat level,2
bantu,2
seengga a bicara tatap muka konsultasi beda,2
good,2
good,2
bintang responnya cepat paham logis,1
lumayan ketemu orang nasib kadang,2
lumayan sh sayang gb send pic call n video call,2
ya lumayan harap orang asli kalo kembangin curhatan video seru gratis,2
bantu,2
aplikasi bantu,1
masaksih kasih saran orang kasih limit,2
,1
keren tingkat,2
good,2
keren,1
curhat ketimbang curhat teman anjing mantan,2
butuh solusi bikin emosi,1
keren habis nih aplikasi,0
moga bantu orang butuh perhati,1
iklan gratis pas coba pakar suruh bayar konsisten nih aplikasi,2
bagus bukti kawan tau,1
kayak bagus,1
terima kasih riliv moga kembang oiya admin request user kasih batas limit orang bantu,2
app usernya gercep naggepin kagak tanggap urhat mari,1
bagus pakai ruby wajah gembira mata bahagia wajah gembira mata bahagia,0
saran batas evel support sorang level support batas curhatan mensupport halaman curhat haris knapa curhatan,2
oke,2
suka banget aplikasi riliv bantu stres ku pendam takut sifat anonim thx ya riliv moga sukses aplikasi wajah senyum mata bahagia,2
suka langsung ngelapor nih kalo aplikasi buka,1
bantu,2
hai riliv aplikasi nutup kalo buka kalo buka posting postingan relievernya muncul servernya,1
aplikasi nya seru kenal sok nya sumpah nih aplikasi bagus banget,1
moga manfaat aplikasi amin,2
alhmdulilah riliv mmbantu saran kasih nak banget hati,2
sial curhat pakai beli rubi kayak video game,2
mantap curhat,2
bagus curhatannya blsnya,2
nice,2
maksud riliv for work kena voucher,2
sayang curhat pintar pakai ruby,1
all star for you wajah cium,1
sulit login tolong masuk tba eror,0
gampang pakai,1
one day,1
tenang care saran wajah senyum lebar mejam mata,2
coba ya kalo bagus bintang nya,1
good,2
good the hood,2
lov,1
sulit log riliv cakap note,0
mmbantu,1
suka aplikasi bantu terima kasih,2
suka banget curhat kasih solusi plus asih saran,2
aduh terima kasih ya allah senang curhat soat psikologi,2
aplikasi harap bantu,2
bantu selesa kasih bintang,2
ok,2
bantu,2
bagus sih banget curhat,2
bagus bantu sukarela gratis psikolog profesional mahasiswa mahasiswi psikolog orang berat kasihan orang konsultasi faktor uang,0
keren sih bingung pilih relievernya cari,0
good,2
sayang kayak aplikasi maksa kasih bintang deh,0
real sih haha,1
suka aplikasi eror ya koneksi sinyal bagus,2
lihat ya,2
loading ya diinstal jaring bagus,2
aplikasi konek internet malam baikbaik buka pavi tulis no internet found please check your internet connection koneksi internet bagus tolong terimakasih,2
good,2
good,2
mantab,1
this app is really good,1
bantu,2
kali download error,0
bagus,2
suka aplikasi masuk kalo kasih fitur bikin avatar otomatis blokir sopan bau dewasa biar disalahgunakan soalny nemu post bau dewasa keren ya riliv wajah senyum mata bahagia,2
kalo bagus gue,0
nice,2
min transfer beli rubi lupa input no invoice nya ya,1
kali pakai slow respon cuman ide bagus layan salah solusi cuman lihat curhat teman kembang layan free new member kasih gratis konsultasi psikolog langsung maaf asih bintang,2
lega cerita bantu,2
bantu batas limit minggu,0
tolong aplikasi stabil ya post kadang nyasar,2
terimakasih,2
moga bantu ya jempol,2
tampil nya forum chat spam kerja riliv pilih psikolog curhat balas bintang,2
terima kasih,2
saran bagus hati berat ringan wajah kedip wajah kedip,2
bagus bantu banget,2
suka,2
aneh log out log,0
lupa mantan,2
bantu,2
suka banget aplikasi saran orang bahagia ya pokok suka banget aplikasi,2
bantu tolong,2
asik,2
jempol bangey dek aplikasi bantu banget lega langsung kluarin asih suka banget,2
sedih marah galau terbanty gara aplikasi lega ngebantuin wajah senyum mata bahagia saluutt oke jempol,0
suka,2
coba orang bagus tau tempe,1
sih lumayan suka kasih nasehat asih nasehat kalo curhat profesional pakai diamon nama tau,1
apikk,1
cuman sayang pakai ruby kalo gratis yaampun respons t curhat pengin respon curhat malu kalo curhat orang yaela,2
coba kalo bagus,2
app bagus bantu biaa sharing support,2
tingkat ya,2
bantu curhat limit ya minggu mhon jwabannya,2
top,2
sayang curhat top riliv bayar,2
ganggu sosial,1
the most awesome application woaa wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah senyum mata bahagia wajah senyum mata bahagia wajah gembira mata bahagia wajah gembira mata bahagia,0
thanks apl psikolog kembang ahli ya wajah senyum mata bahagia manfaat,2
good apps,1
masuk,0
nice app,1
