userName,score,date,ulasan
Pengguna Google,5,2018-01-24 20:21:37,Mantap
Pengguna Google,2,2018-01-23 05:08:43,Kok loading ny lama. Mau sign in susah bgt
Pengguna Google,4,2018-01-21 10:39:13,"Pertama kali coba, langsung dapat fast response dr salah satu user community, dan pembahasannya baik, terimakasih, semoga makin baik app nya"
Pengguna Google,4,2018-01-20 10:09:25,Kalo ada peringatan  scedhuled maintanance digimanain ya..ini ga bs login
Pengguna Google,5,2018-01-18 22:50:04,Terimah Kasih Banyak.
Pengguna Google,5,2018-01-18 05:25:23,Sangat bermanfat. Ini aplikasi yg slalu aku cari
Pengguna Google,5,2018-01-18 01:23:51,"Gue suka sama aplikasi ini, bisa ngungkapin keluh kesah pada tempanya.. dapet solusi juga, dapet temen baru juga.. bermanfaat deh buat lu semua yg suka curhat curhat di bikin instastory lah, update fb lah dll..  Lebih baik curhat disini"
Pengguna Google,4,2018-01-17 19:47:23,"Sepi uy, ramein dong kasih banyak pembahasan"
Pengguna Google,2,2018-01-17 15:44:27,Habis didwonload kenapa gak bisa dibuka? Saya sampe 2x dwonload tetep aja gak bisa dibuka Mohon bantuannya segera diperbaiki Saya ingin sekali menggunakan aplikasi ini
Pengguna Google,1,2018-01-17 13:03:26,Kok gak bisa di buka :(
Pengguna Google,5,2018-01-17 10:07:02,"Sangat sukakkk deh, membantu bgt ketika lagi bingung sama masalah"
Pengguna Google,2,2018-01-15 08:29:42,"I cant open this app, i dont know why."
Pengguna Google,4,2018-01-14 16:15:42,Uy
Pengguna Google,1,2018-01-13 01:41:18,Kenapa setelah diupdate jd gk bisa login???
Pengguna Google,5,2018-01-12 10:11:08,Good say
Pengguna Google,5,2018-01-08 01:26:32,Aku suka .. app ini bikin jatuh cinta deh pokoknya😅😂
Pengguna Google,5,2018-01-07 14:08:43,👍👍👍
Pengguna Google,5,2018-01-06 13:07:02,"Good lah app nya , :3"
Pengguna Google,5,2018-01-06 12:00:09,Sukak
Pengguna Google,5,2018-01-06 10:34:54,Bagus
Pengguna Google,3,2018-01-06 02:04:47,"Gabisa ngasih support krna batas limit minggu ini;(, gmn bisa ningkatin level klo ngasih support aja nggabisaa:'(."
Pengguna Google,5,2018-01-04 12:35:45,bagus saya suka yang berkaitan dengan psikologi😍😙😘😚
Pengguna Google,2,2018-01-03 13:36:15,Please tolong saya gimana menggunakan aplikasi nya saya gak ngerti cara ngirim pesan nya
Pengguna Google,3,2018-01-03 13:29:02,Bagus
Pengguna Google,4,2018-01-03 12:41:54,Ntapp
Pengguna Google,5,2018-01-02 19:45:24,Sangat membantu ya ini klo memg benar yg bls psikolog. Setelah curhat dsni sya menjadi sedikit lega krna begitu bnyak yg ngsh pendpt sehingga fikrn sya menjadi terbuka bsa memandang suatu mslh dr segala sisi. Jka pnya mslh silakan donwload langsung aplikasi ini psti bakal dpt pencerahan krna ini bkn robot
Pengguna Google,5,2018-01-01 17:30:59,Di kembangkan ya.. Kok sekarang saya gk dapet notifikasi lg sih. Gk kayak kemaren2.
Pengguna Google,2,2018-01-01 01:04:23,Ga bisa dibuka tolong diperbaiki. Saya sangat butuh
Pengguna Google,1,2017-12-30 17:58:26,Gak bisa di buka
Pengguna Google,4,2017-12-30 12:46:40,bagus sih .. saya suka
Pengguna Google,5,2017-12-27 06:18:34,Good bagus bgt
Pengguna Google,5,2017-12-25 14:38:00,Sip
Pengguna Google,5,2017-12-24 13:51:28,Ku sukaaa
Pengguna Google,5,2017-12-23 06:22:58,lumayan
Pengguna Google,5,2017-12-22 13:07:23,Tempat curhat
Pengguna Google,1,2017-12-22 04:49:47,Nyesal Sumpah!! Masa iya paa di buka Aplikasi berhenti!! Apk mcm apa ini😒
Pengguna Google,4,2017-12-20 04:09:52,"Ini lumayan membantu,  sy seperti memiliki teman curhat."
Pengguna Google,5,2017-12-19 23:42:30,"Mantap jiwa nih aplikasinya 😊 Bisa curhat, menawarkan solusi bagi orang lain yang punya masalah, menambah teman dan bisa saling memberi support. Buat kamu yang Rilivnya bermasalah, mungkin karena RAM tidak mendukung. Saya pakai Xiaomi Redmi 4A 2/32 lancar jaya,,, mungkin karena saya tidak memasang banyak aplikasi yang memakan RAM terlalu banyak."
Pengguna Google,2,2017-12-18 14:05:46,Bagus
Pengguna Google,2,2017-12-17 04:37:33,Kok aplikasinya gabisa di buka sih?tolong dongg diperbaiki lagi
Pengguna Google,3,2017-12-17 03:50:58,"Menurut aku ini user nya masih dikit banget.. Seriously.. Aku niat banget bantuin curhat an orang satu"".. Tapi setelah 30 menit curhatannya abis..n satu lagi yg serem nih.. ak curhat, ada yg bales mskipun singkat aku oke aja.. Yg jawab namanya sari.. N riliv kasih pesen kayak gini : ""Hmm, sepertinya sari terlalu sibuk untuk merespon permasalahanmu berikan bintang yang rendah kepada sari dan lakukan block bila perlu."" . What the.. ?!?!"
Pengguna Google,1,2017-12-15 17:47:02,Anjirrrr setelah di download gx bisa di buka. Yang buat aplikasi ya tolong lah di perbaiki ..
Pengguna Google,5,2017-12-10 19:28:10,Bagus...  Bisa melatih diri jadi lebih dewasa dan memahami permasalahan orang lain.  Tetap pertahankan atau ditingkatkan lagi...  Jangan sampai malah down kualitasnya...  Thanks..
Pengguna Google,5,2017-12-07 04:08:06,Coba dong bang adain voice note biar bisa lebih enak curhatnya. Karena kalau baca saja kadang emosinya tidak bisa tersampaikan
Pengguna Google,5,2017-12-04 16:32:42,"Aplikasi yg sangat bagus,bisa berinteraksi dengan teman* lain dari manapun,,sukaaakk😍"
Pengguna Google,5,2017-12-04 15:08:20,good app
Pengguna Google,3,2017-12-04 12:23:00,Good
Pengguna Google,5,2017-12-04 08:43:23,Pengguna nya kurang banyak
Pengguna Google,5,2017-12-03 05:09:30,Siiiiiiiiiip pokoknya
Pengguna Google,1,2017-11-29 14:39:25,"Ada salah satu user yg ngomong ""lu gw!  Karna jawaban kurang meyakinkan .thansk itu aja.  Selebih nya bagus semua baik dan lancar 😊 sukses buat kalian  😊"
Pengguna Google,4,2017-11-28 08:24:33,Cobalah dulu
Pengguna Google,5,2017-11-28 07:34:55,Bagus
Pengguna Google,5,2017-11-27 16:20:34,Bayus
Pengguna Google,5,2017-11-27 01:16:18,baik
Pengguna Google,1,2017-11-26 03:27:26,"Cara masuk nya gimana sih ? Susah sekali... Kalau tidak niat membuat aplikasi, tidak usah buat !!"
Pengguna Google,5,2017-11-24 22:35:33,Semoga usernya makin banyak.. Sistemnya di perbaiki sehingga makin banyak lagi penggunanya.. Agar lebih mudah dalam mencari pendapat..
Pengguna Google,3,2017-11-23 07:23:30,"Appnya bagus cuma suka keluar sendiri.  Btw mau tanya, cara buka riliv story gimana ya? Atau emang nggak bisa dibuka?"
Pengguna Google,5,2017-11-19 23:10:18,Keren
Pengguna Google,4,2017-11-19 07:28:58,Semoga bisa membantu saya memecahkan kegalauan saya 😿😿😿😿😭
Pengguna Google,5,2017-11-18 07:35:18,"Suka banget, ini bisa buat temen  curhat sekaligus nyelesaiin masalah ku :v"
Pengguna Google,4,2017-11-14 03:11:32,Aplikasinya bagus..pokoknya gx nyesel deh bagi yg mao download ;)
Pengguna Google,5,2017-11-11 15:13:33,Good
Pengguna Google,5,2017-11-08 17:08:26,Awesome
Pengguna Google,1,2017-11-08 15:07:45,Jelek bangett
Pengguna Google,2,2017-11-06 08:32:56,Mn balasannya udah curhat ni
Pengguna Google,1,2017-11-05 11:34:23,aplikasi na gak mau d buka
Pengguna Google,1,2017-11-03 10:07:23,"Susah masuknya, loading nya lama banget padahal pake wifi 😢"
Pengguna Google,1,2017-11-03 00:32:27,"Saya sudah top up ruby tapi ruby ga kunjung bertambah. Saya line bls.nya lama, tapi tetep ga ada solusinya. DASAR PENIPU!"
Pengguna Google,1,2017-10-30 08:49:38,Kenapa tiba tiba keluar sendiri
Pengguna Google,3,2017-10-28 15:50:34,Lumayan.. saling ngasih solusi.
Pengguna Google,5,2017-10-26 15:41:23,Good
Pengguna Google,1,2017-10-25 14:26:42,Sangat buruk 👿👿
Pengguna Google,1,2017-10-21 11:17:23,Kok loading terus ya Gak bisa kebuka Cuman ikon aplikasi doang Sama sekali menyebalkan dan tidak membantu
Pengguna Google,1,2017-10-19 13:37:38,kenapa aplikasinya ga bisa dibuka? cma loading terus
Pengguna Google,5,2017-10-18 13:39:36,Sangat membantu sekali saat kebingungan dalam memecahkan masalah
Pengguna Google,5,2017-10-15 22:57:53,Lumayan
Pengguna Google,5,2017-10-14 10:24:04,Sangat membantu
Pengguna Google,5,2017-10-07 15:22:53,Good
Pengguna Google,5,2017-10-05 13:20:54,Verrr good
Pengguna Google,5,2017-10-05 04:32:35,👍👍👍
Pengguna Google,3,2017-10-02 02:47:24,Lumayan
Pengguna Google,5,2017-10-01 13:14:18,Nice
Pengguna Google,3,2017-10-01 03:40:26,Knp pas di update jadi ngk bisa longin terus artikel nya ngk bisa di buka?
Pengguna Google,4,2017-09-30 20:35:08,Boleh jugak
Pengguna Google,5,2017-09-30 13:51:55,Amazing
Pengguna Google,5,2017-09-29 13:30:01,Habis perbaruan malah gk bisa masuk loading terus dan ada tulisan no internet connection padahal koneksi lancar lancar aja
Pengguna Google,5,2017-09-24 09:24:49,Bagus bgt sgt membantu
Pengguna Google,2,2017-09-23 15:40:03,"coba dulu, bener butuh seorang yg bisa di curhatin  rasanya lelah banget.. kalo good kasih bintang 5"
Pengguna Google,5,2017-09-23 07:16:39,Mantap
Pengguna Google,2,2017-09-17 14:42:41,Eror 404 page not found Ketika buka artikel riliv story
Pengguna Google,5,2017-09-17 11:49:52,"Cukup bagus,  tingkatkan terus"
Pengguna Google,5,2017-09-17 09:05:08,Smoga mmbantu
Pengguna Google,5,2017-09-17 04:59:33,Bagus sangat membantu
Pengguna Google,5,2017-09-15 08:45:03,Dibales ya biar curhatnya lancar
Pengguna Google,5,2017-09-14 14:18:38,Sebelum diupdate bagus banget  Habis di update kok gak bisa dipake? Padahal sebelum diupdate aku lega bisa curhat ngeluarin uneg uneg di sini :-( Aku tetep kasih bintang lima biar riliv cepet diperbaiki lagi
Pengguna Google,4,2017-09-14 10:28:46,Bagus. Tetapi gimana curhat ya?
Pengguna Google,1,2017-09-14 06:44:44,"Ini aplikasi kan baru aja di download dri paystore, kok malah nyuruh please update the last version ? Situ waras"
Pengguna Google,5,2017-09-14 06:09:56,Good
Pengguna Google,1,2017-09-14 04:33:25,Cara update nya gimana. .....@riliv
Pengguna Google,1,2017-09-14 01:42:37,Habis update ga bisa dibuka padahal sudah pakè wifi full
Pengguna Google,2,2017-09-14 00:56:43,"Kok disuruh update ya? Nggak bisa dibuka,  bagaimana cara membukanya?"
Pengguna Google,1,2017-09-13 20:21:24,Kenapa aplikasinya ngga bisa dibuka ya? :(
Pengguna Google,1,2017-09-13 19:28:39,kenapa setelah di update gk bs digunain malah kluar appny trus .
Pengguna Google,1,2017-09-13 18:30:32,Disuruh updae
Pengguna Google,2,2017-09-13 11:23:29,lg eror maintenance lma amat???
Pengguna Google,2,2017-09-13 11:17:01,"kecewa bgt,kok pas udh di download gabisa dibuka ya"
Pengguna Google,1,2017-09-12 15:52:53,Tai udah 2x download gabisa masuk juga keluar mulu padahal ngarep banget app ini bisa bantu😏
Pengguna Google,1,2017-09-12 12:18:27,Kenapa aplikasi riliv ku gk bs di buka?padahal mau curhat
Pengguna Google,5,2017-09-11 04:34:47,"Bangus banget, selama ini aku pendam sendiri. Sekarang aku lega banget"
Pengguna Google,5,2017-09-10 14:38:30,Sangat baik
Pengguna Google,5,2017-09-09 16:49:32,Saya cukup membantu
Pengguna Google,4,2017-09-09 01:57:24,Lumayan
Pengguna Google,4,2017-09-07 13:58:58,Bagus
Pengguna Google,5,2017-09-07 03:00:57,app nya sangat baus
Pengguna Google,5,2017-09-06 14:35:20,Sangat membantu❤️
Pengguna Google,5,2017-09-06 14:05:35,"Aku pikir walau aku curhat ke aplikasi ini ga akan dibales atau walaupun dibales cuma seadanya ternyata engga sama sekali. Makasih riliv, its amazing. Aplikasi ini membantu banget terutama buat kalian yang lagi galau2nya sama semua orang. Tapi aku rasa ada item yang kurang deh, tolong dong adminnya riliv tambahin pemberitahuan dalam aplikasinya. Kaya di akun sosmed lainnya biar kita juga gampang tau kalo ada balesann. Makasih 🙆😊☺"
Pengguna Google,5,2017-09-06 11:44:04,Aplikasi pling wow
Pengguna Google,3,2017-09-04 05:47:44,Good
Pengguna Google,4,2017-09-04 01:29:36,Seru tapi ngelihat orang yg merespinnya gimana ya ?
Pengguna Google,5,2017-09-03 12:23:10,Sangat bagus sekali dan sangat membantu
Pengguna Google,5,2017-09-02 13:09:22,"Good, very very good"
Pengguna Google,3,2017-09-01 11:23:04,Cukup menarik
Pengguna Google,5,2017-09-01 01:04:05,"Jaga privasi, ini sngat membantu. Makasih bro"
Pengguna Google,2,2017-08-31 10:55:26,Kurang ditingkatkan lagi
Pengguna Google,5,2017-08-30 18:57:08,Saya suka tpi saya blum tau gmna caranya curhat
Pengguna Google,4,2017-08-29 06:53:09,Nicece aplikasi
Pengguna Google,5,2017-08-27 17:42:33,"Bagus banget, lega ada yg memahami pikiran kita. Terima kasih"
Pengguna Google,5,2017-08-25 06:06:23,Aplikasi ini sangat bermanfaat bagi saya
Pengguna Google,5,2017-08-24 16:24:33,Sangat bermanfaat memang konseling itu sangat berguna
Pengguna Google,2,2017-08-21 07:25:04,Knpa email aku g terdaftar? Pdhl di akun yang lain udh terdaftar
Pengguna Google,3,2017-08-19 10:01:45,baru mau coba pertama kali
Pengguna Google,5,2017-08-18 10:30:28,Kyk nya baguss...download ahhh.....😇
Pengguna Google,1,2017-08-18 09:02:48,Gak bisa dibuka
Pengguna Google,5,2017-08-17 08:15:37,Aplikasinya sepertinya bagus
Pengguna Google,3,2017-08-15 15:04:56,Kenapa yah saya nggak bisa buat akun untuk apo ini?? Bingung nggak bisa kebuka karna nggak bisa buat akun mohon caranya yah dear???
Pengguna Google,2,2017-08-13 11:21:18,Kenapa mesti berbayar. Aku mau curhat jadi gabisa nihh tolong dong dipermudah cara pembayarannyaa
Pengguna Google,5,2017-08-12 02:41:14,Puas banget deh curhat sama riliv karena adminnya mau di ajak ngomong panjang lebar 😍 ya sabar dikit aja kalau jawabnya lama mungkin adminnya butuh beberapa menit untuk mikir dan membuat kalimat agar bisa menengahi suatu masalahnya 😍👌
Pengguna Google,1,2017-08-11 14:32:51,Gak bagus...
Pengguna Google,4,2017-08-11 08:51:30,Aplikasinya bagus dan bermanfaat terutama sebagai tempat curhat
Pengguna Google,5,2017-08-10 14:40:42,Good
Pengguna Google,3,2017-08-09 15:38:37,Lama sekali bls nya
Pengguna Google,5,2017-08-09 14:17:45,Good
Pengguna Google,5,2017-08-09 08:12:18,Saya merasa lebih baik. Terima kasih...
Pengguna Google,5,2017-08-08 04:52:55,Aplikasi ini sangat membantu untuk menyelesaikan permasalahan hidup. Saya rasa semua orang harus punya aplikasi ini. Agar semua orang bisa merasa bahagia dalam hidup.
Pengguna Google,3,2017-08-06 12:29:16,Coba dulu
Pengguna Google,4,2017-08-04 09:35:24,Mantapp
Pengguna Google,4,2017-08-01 13:19:29,Menolong dan di tolong. Terimakasih klinik tong fang
Pengguna Google,1,2017-07-31 23:37:44,Sudah pake yg expert tp slow respon.. Pdhl udh konfirmasi sm line@nya jg slow respon
Pengguna Google,3,2017-07-30 22:44:28,Dicoba dulu baru saya tambah
Pengguna Google,2,2017-07-30 18:52:21,Di komunitas gratisnya kebanyakan orang hanya memberikan pendapat yang tak begitu membantu dan kebanyakan hanya mencari berlian. Setelah meninggalkan satu pesan singkat mereka meninggalkan obrolan. Saya mohon ini tak terjadi lagi
Pengguna Google,2,2017-07-29 07:07:06,Saya kasih 2 bintang dlu aja yah soalnya baru mau nyoba mudah mudahan aja bagus yah 😊😊
Pengguna Google,5,2017-07-27 06:59:08,good
Pengguna Google,5,2017-07-27 04:31:38,Aqu suka bgt ma aplikasinya
Pengguna Google,5,2017-07-25 15:28:28,Nais
Pengguna Google,5,2017-07-25 09:10:47,"Aplikasinya bagus. Untuk orang'' yg memang punya masalah dan ga bisa blg ke orang, atau ga ada yg peduli, ini membantu banget. Kalian bakal ngbrol dengan org yg ga kalian kenal, tp mereka bakal support km dan berbagi tentang hal-hal lain."
Pengguna Google,5,2017-07-24 18:42:09,Terima kasih..
Pengguna Google,4,2017-07-24 10:40:20,Konselornya bagus dan bijak
Pengguna Google,4,2017-07-23 17:01:26,Sangat membantu
Pengguna Google,3,2017-07-20 11:10:47,bagus bnget😊
Pengguna Google,5,2017-07-19 07:42:13,Bagus
Pengguna Google,1,2017-07-18 00:29:05,Gak ngebantu sama sekali
Pengguna Google,3,2017-07-17 16:57:29,Saya sangat lega karna sudah berkonsultasi dan mendapatkan masukan dari banyak psikolog
Pengguna Google,4,2017-07-17 15:10:20,Good
Pengguna Google,4,2017-07-17 08:11:35,Lumayan yang g punya temen curhat
Pengguna Google,3,2017-07-17 07:53:43,Kenapa kok pas saya nge rate gabisa ya??? :(
Pengguna Google,5,2017-07-16 13:31:02,Mantap mantap
Pengguna Google,3,2017-07-15 11:27:44,Aku pengguna udah lama tapi ini tiba tiba riliv nggak bisa jalan muncul tulisan intinya nggak ada jaringan padahal ada dan sosial media lain berjalan seperti biasa
Pengguna Google,3,2017-07-15 07:24:21,Saya kesulitan log in .keterangan bermasalah pada jaringan internet .tapi hp saya ubtum amplikasi yang lain lancar cuma amplikasi riliv aja gak bia
Pengguna Google,4,2017-07-14 11:54:15,"Baru nyoba, dan gatau caranya padahal mau curhat"
Pengguna Google,5,2017-07-11 16:40:25,Mantap.
Pengguna Google,5,2017-07-11 08:45:58,Saya sudah mencoba menghubungi admin di official line @riliv tapi sampai sekarang chat saya tidak dibaca. Apa yang harus saya lakukan?
Pengguna Google,5,2017-07-09 10:12:29,Terimakasih aplikasi ini sanggat membantu saya dalam menyelesaikan masalah walau agak sedikit lama membalasnya semoga aplikasi ini berguna untuk yang memiliki masalah
Pengguna Google,5,2017-07-08 10:23:10,Saya merasa lebih lega dengan adanya teman curhat yg pemikirannya lebih dewasa dari saya
Pengguna Google,4,2017-07-08 05:25:18,Saya tertarik untuk curhat online
Pengguna Google,5,2017-07-07 20:02:26,Nice
Pengguna Google,5,2017-07-07 13:44:49,Help me
Pengguna Google,4,2017-07-07 05:59:42,"Apps cukup bagus, bisa saling mensupport. Tetap dijaga biar tdk ada unsur hate speech n bisa saling berbagi informasi yg membantu memecahkan masalah pribadi or sosial."
Pengguna Google,5,2017-07-06 16:58:16,Sangat membantu
Pengguna Google,4,2017-07-06 10:28:08,Bagus bs menambah wawasan dan membantu lbh dewasa dlm mengambil sikap
Pengguna Google,4,2017-07-05 09:06:56,Wlo ga bs nyelesein mslh qta sepenuh nya Ya lumayan lah bs bikin hilang stres dikit.. Btw mau dptin rubi mesti beli dl y min? Klo dpt rubi yg gretong ada ga sih? Hehehe..
Pengguna Google,5,2017-07-05 04:00:23,Good app
Pengguna Google,5,2017-07-03 14:01:33,Good
Pengguna Google,5,2017-07-03 13:57:47,Menarik!!
Pengguna Google,4,2017-07-03 11:42:38,Baguss
Pengguna Google,5,2017-07-02 10:34:47,Keren
Pengguna Google,5,2017-07-01 17:37:17,I love this app!!
Pengguna Google,5,2017-07-01 04:50:31,Membantu
Pengguna Google,5,2017-06-30 11:46:55,Sangat membantu sekali terima kasih banyak apk nya bagus.
Pengguna Google,4,2017-06-29 17:00:29,"Aplikasinya bagus banget, apalagi buat yang berminat jadi psikolog.. Tapi ko pas saya klik rilivnya tiba tiba keluar gitu ya, di klik langsung keluar lagi. Itu kenapa ya?"
Pengguna Google,4,2017-06-29 11:11:46,"Saya baru make aplikasi ini sekali,  dan so far aplikasi ini membantu saya buat ngobrol sama teman baru lewat comunity. Saya juga masih belajar untuk memakai aplikasi ini.  Saya mau tanya,  untuk top reliver apa juga berbayar? Karena pilihan yg ada hanya comunity dan expert saja.  Saya bingung mau mencari top reliver.  Dan kalau boleh saran, tolong aplikasi ini ditingkatkan lagi. Saya juga mau melihat saran yang diberikan comuntiy lainnya kepada  comunity yg lagi curhat, karen ada beberapa curhatan yang sama saya rasakan dan saya juga butuh saran."
Pengguna Google,5,2017-06-27 14:39:25,Asikk. Dapat pengalaman baru dr masalah orang dan juga mendapatkan solusi
Pengguna Google,5,2017-06-27 12:37:36,Bagus suportnya
Pengguna Google,5,2017-06-27 09:51:33,Sangat baik
Pengguna Google,4,2017-06-26 13:26:05,Puass banget top deh😀😘
Pengguna Google,5,2017-06-23 08:08:29,"Baru coba, mudah mudahan membantu dalam semua permasalahan"
Pengguna Google,5,2017-06-22 08:52:03,Kok ga ada ustadnya
Pengguna Google,5,2017-06-20 07:40:17,Thanks sudah membantu
Pengguna Google,5,2017-06-18 15:25:44,"Saya memang tertarik didunia psikolog, dgn apl ini bisa membantu saya untuk menyalurkan bakat saya itu. Love it, ngak download nyesel! Apa lagi buat kamu para introvert, disini byk orang yang suka rela ngebantu permasalahanmu, juk join ^^"
Pengguna Google,5,2017-06-17 11:20:28,"Bagus banget,sekali pake langsung suka.Kata2 yg diberikan memotivasi dan ngga bikin kita jatuh.Pokoknya curhat kita bakal ditanggepin baik deh,luv luvv❤"
Pengguna Google,3,2017-06-15 21:10:57,Tidak buruk
Pengguna Google,3,2017-06-14 17:20:54,Biasa aja
Pengguna Google,4,2017-06-14 06:25:07,Keren
Pengguna Google,5,2017-06-14 01:05:00,good
Pengguna Google,5,2017-06-13 15:40:00,Yg penting ada yg mau dengerin aku
Pengguna Google,5,2017-06-13 05:57:47,"Good😊😊. Bagus banget, selain bisa curhat""an aku juga bisa ngasih masukan, kritik atau ngasih saran temen"" yang lagi curhat ke riliv/ada masalah😁😬"
Pengguna Google,5,2017-06-12 10:44:09,Apk nya sangat bagus tapi disini kekurangannya 1 ketika mereka merespon chat saya dikolom atas muncul mas/mba yg membalas tapi ketika saya pencet di messange tidak ada jawaban dari sih Mas/Mba salam saya #Badar Ramdani
Pengguna Google,5,2017-06-09 10:28:12,"Bagus banget nih apl ,di sini banyak org baik"
Pengguna Google,5,2017-06-07 13:23:26,Good
Pengguna Google,4,2017-06-07 09:31:08,"Brmanfaat sekali,,,"
Pengguna Google,5,2017-06-07 07:41:38,"For an introvert like me, this app is very useful.. I love it. Thank you owner. Untuk orang yang tertutup kayak saya app ini sangat membantu untuk curhat tanpa diketahui identitas. Terimakasih  banyak. semoga tetap gratis. Apa bisa beli diamond pake pulsa ?"
Pengguna Google,1,2017-06-06 07:57:43,Tidak bisa konsul dengan expert padahal saya sudah beli ruby. Saya sudah email ke riliv tapi tidak ada tanggapan. Saya sudah message via line ke @riliv juga tidak ada tanggapan. Support aplikasi yang sungguh buruk. Saya benar-benar kecewa dengan aplikasi ini 👎
Pengguna Google,4,2017-06-06 06:56:21,Terima kasih
Pengguna Google,5,2017-06-05 11:45:27,"Alhamdulillah bisa membantu untuk meluangkan apa beban hidup kita, emosi, dan pikiran kita"
Pengguna Google,5,2017-06-04 21:16:08,Sangat bermanfaat untuk yg nggk brani curhat sama temnya
Pengguna Google,4,2017-06-04 21:01:54,"Sangat membutuhkan motivasi, saya suka riliv mudah2an dapat membantu dan memecahkan masalah..."
Pengguna Google,4,2017-06-04 18:33:10,Sangat suka
Pengguna Google,5,2017-06-04 13:22:01,cukup memuaskan
Pengguna Google,4,2017-06-04 10:46:52,semoga membantu
Pengguna Google,5,2017-06-04 10:22:15,"Sangat bagus,  saya merasa lebih baik setelah curhat di aplikasi ini.  Dan banyak yang memberikan saran kepada saya"
Pengguna Google,5,2017-06-03 22:55:07,Sangat membantu saya dan bermanfaat pula applikasi ini👍
Pengguna Google,5,2017-06-03 18:10:09,Sangat bagus insfirasinya
Pengguna Google,4,2017-06-01 16:08:30,Baru di coba jd aku ksh peringkat ini dulu yah hmmm kyanya bgs tp syg nya...byar dn jgn kwatir ada yg gratis tp lama blsnya yg byar cpt huff aku ga ada uang utk pembayarannya gmna ni?
Pengguna Google,5,2017-06-01 13:18:42,seruu
Pengguna Google,5,2017-06-01 08:40:59,Sukaaaa bgttttttt
Pengguna Google,5,2017-05-31 20:23:31,"trimakasih ... aplikasi yg bagus skli , buat cri solisi dri kegalauan😉"
Pengguna Google,4,2017-05-31 03:27:20,good
Pengguna Google,5,2017-05-30 02:21:49,Bagus sekali
Pengguna Google,5,2017-05-30 01:34:46,Sangat membantu apalagi dengan nama samaran. Meminta saran pun jadi tenang. Thanks riliv
Pengguna Google,5,2017-05-29 22:47:57,Bagus aplikasinya 😆
Pengguna Google,3,2017-05-29 16:41:47,"Coba dulu , kalo nanti kurang cocok ku hapus aja"
Pengguna Google,4,2017-05-29 14:55:38,Lumaya :) semoga pesan saya selalu di balas
Pengguna Google,1,2017-05-29 12:51:52,"Kenapa gak bisa masuk,.? Email tidak terdaftar trus padahal saya masukin email yang bener jadi kesel udah 2x download ttep aja gak bisa masukin email jadi + streeesss.copot pemasangan aja lah buat yg me 2x bye."
Pengguna Google,3,2017-05-29 04:29:04,Kenapa setiap saya bertanya selalu ada pesan dari riliv nya kalo yg mensupport sedang sibuk jadi gereget pdahal pertanya'an saya sudah ada yg men support tapi ya kaya gitu kata nya yg mensupport sedang sibuk
Pengguna Google,5,2017-05-28 13:06:50,Bagus bgt. Jadi tenang bawaan saya.  Thx rilliv
Pengguna Google,3,2017-05-27 17:53:14,"Gmna cara pake nya,?"
Pengguna Google,5,2017-05-25 06:58:50,"Luar biasa, saling berbagi antara satu sama lain, semoga dapat dikembangkan seterusnya"
Pengguna Google,5,2017-05-25 00:42:48,sukakk banget
Pengguna Google,5,2017-05-24 04:29:24,"Coba aja dulu, sepertinya bagus app ny. Aku kasih 5 dek"
Pengguna Google,5,2017-05-23 14:41:14,Bagus
Pengguna Google,4,2017-05-22 11:51:12,Good
Pengguna Google,5,2017-05-22 11:19:26,Saya sudah bayar untuk ruby tapi sdh seharian kok belom di proses? Tolong dong
Pengguna Google,3,2017-05-22 10:40:32,Mencoba dulu!
Pengguna Google,4,2017-05-22 09:16:51,Membantu saat ada masalah
Pengguna Google,3,2017-05-21 18:50:07,Nyobain dulu kalo bagus nambah lagi
Pengguna Google,5,2017-05-21 17:12:12,Senang sekali dgan aplikasi ini
Pengguna Google,3,2017-05-21 10:23:51,Lama di responnya
Pengguna Google,3,2017-05-21 09:53:30,"Mari kita coba aplikasi ini, kalo bagus lanjut.. Bintang nambah"
Pengguna Google,5,2017-05-21 01:31:33,Thank you riliv!
Pengguna Google,5,2017-05-19 17:03:11,Privasi d rahasiakan... jd bsa curhat dgn bebas tnpa trbebani rasa malu... trmksih...
Pengguna Google,5,2017-05-18 09:33:24,Wah bermanfaat  sekali
Pengguna Google,5,2017-05-17 19:02:32,Good apps
Pengguna Google,4,2017-05-17 15:13:59,Coba dlu
Pengguna Google,5,2017-05-17 14:43:27,Bagus...serasa ada teman
Pengguna Google,5,2017-05-17 12:11:41,"Bagus deh, bermanfaat sekalii. Dan saya suka :D"
Pengguna Google,5,2017-05-17 04:11:39,Bgus
Pengguna Google,5,2017-05-16 08:36:45,Nice dahhh.
Pengguna Google,5,2017-05-16 05:37:27,bagus
Pengguna Google,5,2017-05-16 02:44:43,Lebih bagus lagi kalau ditambah pesan suara...
Pengguna Google,3,2017-05-15 06:23:54,Baru mau coba..
Pengguna Google,5,2017-05-14 16:53:00,Top banget
Pengguna Google,5,2017-05-14 15:15:38,Semoga app Riliv bisa membantu aku memecahkan masalah ku 😊
Pengguna Google,5,2017-05-14 14:13:29,HARUS DICOBA!!!!
Pengguna Google,5,2017-05-13 13:00:52,Walau bercurhat di bagian community. Permasalahan jadi lebih lega
Pengguna Google,5,2017-05-11 10:07:58,:)
Pengguna Google,4,2017-05-11 04:41:40,"Saya banyak menerima saran yang membangun, terima kasih"
